category,error_code_number,error_code_name,message,cause,recommendation,resolution
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""Staging task failed. TaskStatus: Failed, ErrorCode: 2906, ErrorMessage: Package execution failed. For more details, select the output of your activity run on the same row., Output: {""OperationErrorMessages"": ""4/14/2021 7:10:35 AM +00:00 : = Failed to start Named pipe proxy... "" Check if security policies are correctly assigned to the account running self-hosted IR service. If Windows authentication is used on Execute SSIS Package activity or the execution credential is set in SSIS catalog (SSISDB), the same security policies must be assigned to the Windows account used. More detail can be found at Configure Self-Hosted IR as a proxy for Azure-SSIS IR in ADF",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""A connection is required when requesting metadata. If you are working offline, uncheck Work Offline on the SSIS menu to enable the connection "" Potential cause & recommended action: If there is also a warning message ""The component does not support using connection manager with ConnectByProxy value setting true“ in the execution log, this means a connection manager is used on a component which hasn't supported ""ConnectByProxy"" yet. The supported components can be found at Configure Self-Hosted IR as a proxy for Azure-SSIS IR in ADF Execution log can be found in SSMS report or in the log folder you specified in SSIS package execution activity. vNet can also be used to access on-premises data as an alternative. More detail can be found at Join an Azure-SSIS integration runtime to a virtual network",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""Staging task status: Failed. Staging task error: ErrorCode: 2906, ErrorMessage: Package execution failed. Output: {""OperationErrorMessages"": ""SSIS Executor exit code: -1.\n"", ""LogLocation"": ""...\SSISTelemetry\ExecutionLog\..."", ""effectiveIntegrationRuntime"": ""..."", ""executionDuration"": ..., ""durationInQueue"": { ""integrationRuntimeQueue"": ... }} "" Make sure Visual C++ runtime is installed on Self-Hosted integration runtime machine. More detail can be found at Configure Self-Hosted IR as a proxy for Azure-SSIS IR in ADF",,,
Azure Synapse,,with a detailed SQL exception message will be shown in the Data Factory,"""Timeout when reading from staging"" This error occurs when SSIS-IR with SHIR as a data proxy can't read data from staging blob successfully. Usually, it is due to that SHIR has failed to transfer on-premises data to the staging blob. Then SSIS-IR's attempt to read staging data fails with timeout error. You need to check SHIR logs in C:\ProgramData\SSISTelemetry folder for runtime logs and C:\ProgramData\SSISTelemetry\ExecutionLog folder for execution logs to further investigate why data hasn't been uploaded to staging blob successfully by SHIR. Multiple Package executions are triggered unexpectedly Potential cause & recommended action: ADF stored procedure activity or Lookup activity are used to trigger SSIS package execution. The t-sql command may hit transient issue and trigger the rerun which would cause multiple package executions. Use ExecuteSSISPackage activity instead which ensures package execution won’t rerun unless user set retry count in activity.",,,
Azure Synapse,,InvalidInput,"""Please verify your input is correct.""",Your input is incorrect.,Check your input.,
Azure Synapse,,FirewallOrNetworkIssue,"""Please verify that this port is open on your firewall/server/NSG and the network is stable.""",Your server doesn't open the port. Your network security group is denied outbound traffic on the port. Your NVA/Azure Firewall/on-premises firewall doesn't open the port. Recommendations: Open the port on the server. Update the network security group to allow outbound traffic on the port. Open the port on the NVA/Azure Firewall/on-premises firewall.,,
Azure Synapse,,MisconfiguredDnsSettings,"""If you’re using your own DNS server in the VNet joined by your Azure-SSIS IR, verify that it can resolve your host name.""","There's a problem with your custom DNS. You aren't using a fully qualified domain name (FQDN) for your private host name. Recommendations: Fix your custom DNS problem to make sure it can resolve the host name. Use the FQDN. Azure-SSIS IR won't automatically append your own DNS suffix. For example, use <your_private_server>.contoso.com instead of <your_private_server>.",,
Azure Synapse,,ServerNotAllowRemoteConnection,"""Please verify that your server allows remote TCP connections through this port.""",Your server firewall doesn't allow remote TCP connections. Your server isn't online. Recommendations: Allow remote TCP connections on the server firewall. Start the server.,,
Azure Synapse,,MisconfiguredNsgSettings,"""Please verify that the NSG of your VNet allows outbound traffic through this port. If you’re using Azure ExpressRoute and or a UDR, please verify that this port is open on your firewall/server.""",Your network security group is denied outbound traffic on the port. Your NVA/Azure Firewall/on-premises firewall doesn't open the port.,Update the network security group to allow outbound traffic on the port. Open the port on the NVA/Azure Firewall/on-premises firewall.,
Azure Synapse,,GenericIssues,"""Test connection failed due to generic issues.""",The test connection encountered a general temporary problem.,"Retry the test connection later. If retrying doesn't help, contact the Azure Data Factory support team.",
